id,jounral_abbreviation,article_title,journal_title,article_language,article_jcreated_at,journal_issn,article_jvolumn,article_pagination,article_jissue,author_list
570263,Cancer Chemother. Pharmacol.,Successful treatment with a rituximab-based regimen of a splenic marginal zone lymphoma with villous lymphocytes in a very frail patient on maintenance dialysis.,Cancer chemotherapy and pharmacology,eng,1/9/03,1432-0843,63,759-60,4,"{""Andrea Tendas"",""Paolo de Fabritiis"",""Marco Giovannini"",""Daniela Piccioni"",""Roberto Palumbo"",""Alessio Pio Perrotti"",""Luca Cupelli"",""Teresa Dentamaro"",""Laura Scaramucci"",""Pasquale Niscola""}"
395807,empty,In this issue,Japanese Journal of Clinical Oncology,empty,1/10/01,empty,40,empty,7,{NULL}
149836,empty,Exercise-induced changes of the upper extremity in chronic stroke survivors,empty,eng,1/5/01,empty,12,58-68 ST  - Exercise-induced changes of the upper extremity in chronic stroke survivors-,0,"{""P. Kluding"",""S. A. DA  - Winter DO  - 10.1310/let5-xnby-98q6-q8tg DP  - NLM ET  - 2005/03/01 Billinger""}"
813023,empty,Respiratory syncytial virus prophylaxis: cost-effective analysis in Argentina (Structured abstract),Pediatric Infectious Disease Journal,empty,1/2/01,empty,21,287-291,4,"{""G. Bauer"",""E. Laffaire"",""L. Bouzas"",""C. Gilli"",""L. Novali"",""S. P. Rodriguez"",""D. Farina"",""H. Gonzalez""}"
691035,empty,Behaviour change interventions to promote prescribing of generic drugs: a rapid evidence synthesis and systematic review.,Bmj Open,eng,1/14/01,2044-6055,4,e004623,5,"{""Thirimon Moe-Byrne"",""Duncan Chambers"",""Melissa Harden"",""Catriona McDaid""}"
801512,Behav Brain Sci,Sex differences in pain.,The Behavioral and brain sciences,eng,9/1/97,0140-525X,20,371-80; discussion 435-513,3,"{""K J Berkley""}"
121133,empty,Preoperative radiotherapy for esophageal carcinoma,empty,eng,1/5/01,empty,0,Cd001799,4,"{""M. Wang"",""G. Stewart"",""J. F. Tierney"",""G. Spilopoulos"",""W. Duncan"",""H. S. Hansen"",""Z. Rhugang"",""M. K. Parmar"",""A. Rousell"",""B. Launois"",""K. Nygaard"",""S. J. Arnott"",""M. Gignoux""}"
82486,Arch. Gynecol. Obstet.,Robotic surgery in gynecology.,Archives of gynecology and obstetrics,eng,1/14/01,1432-0711,289,6-May,1,"{""Axel Schindelhauer"",""Pauline Wimberger""}"
136032,empty,Cost-utility analysis of osteopathy in primary care: results from a pragmatic randomized controlled trial,empty,eng,1/4/01,empty,21,643-50 ST  - Cost-utility analysis of osteopathy in primary care: results from a pragmatic randomized controlled trial-,0,"{""D. Russell"",""P. Linck"",""R. Hibbs"",""I. Russell"",""R. Muntz"",""N. H. Williams"",""B. C1  - Frn RCT-s_kningen CN  - Pubmed DA  - Dec DO  - 10.1093/fampra/cmh612 DP  - NLM ET  - 2004/11/09 Hounsome"",""R. T. Edwards"",""C. Wilkinson""}"
131606,empty,The cost of depression-complicated alcoholism: health-care utilization and treatment effectiveness,empty,eng,1/1/93,empty,20,138-52 ST  - The cost of depression-complicated alcoholism: health-care utilization and treatment effectiveness-,0,"{""E. M. CN  - PubMed DA  - Summer DP  - NLM ET  - 1993/07/01 Bohlig"",""J. A. Scott-Lennox"",""R. D. Lennox""}"
448384,empty,Are birth kits a good idea? A systematic review of the evidence.,empty,empty,empty,empty,0,empty,0,{NULL}
57286,Psychol Med,Differential functional connectivity within an emotion regulation neural network among individuals resilient and susceptible to the depressogenic effects of early life stress.,Psychological medicine,eng,1/13/03,1469-8978,43,507-18,3,"{""J M Cisler"",""T Mletzko"",""C D Kilts"",""S Tripathi"",""G A James"",""X P Hu"",""C Heim"",""C B Nemeroff"",""H S Mayberg""}"
622636,empty,Nurturing students' interest in primary care research through summer training in meta-analysis.,Academic Medicine: Journal Of The Association Of American Medical Colleges,eng,1/1/05,1040-2446,76,526,5,"{""L N Meurer""}"
107979,Nepal Med Coll J,Obesity from cradle to grave.,Nepal Medical College journal : NMCJ,eng,1/3/06,empty,27,722-7,6,"{""T Forsn"",""J Eriksson"",""C Osmond"",""D Barker""}"
252990,empty,Effects on prolongation of Bazett__s corrected QT interval of seven second-generation antipsychotics in the treatment of schizophrenia: A meta-analysis,Journal of Psychopharmacology,empty,1/11/01,empty,25,646-666,5,"{""Albert K. K. Chung"",""Siew-eng Chua""}"
861475,empty,Cost-effectiveness of pharmacological and psychosocial interventions for schizophrenia (Structured abstract),Cost Effectiveness and Resource Allocation,empty,1/11/01,1478-7547 (electronic),9,empty,1,"{""P. Phanthunane"",""M. Bertram"",""H. Whiteford"",""T. Vos""}"
503159,empty,Sports injuries of the ankle. [Japanese],Nippon Seikeigeka Gakkai zasshi,empty,1/1/89,empty,63,146-160,1,"{""E Fujimaki""}"
325081,empty,empty,"Basic Rights: Subsistence, Affluence and U.S. Foreign Policy",empty,1/1/96,empty,0,empty,0,"{""H. Shue""}"
399134,empty,Chronic heart failure: Current guideline recommendations and innovations. [German],empty,German,1/15/01,empty,56,791-802,7,"{""S. Ewen"",""F. Mahfoud"",""M. Bohm""}"
315951,empty,[Procalcitonin as an early marker of sepsis],empty,empty,1/6/01,empty,55,650-4,6,"{""O. Thuemer"",""S. G. Sakka"",""E. Huttemann""}"
98479,Catheter Cardiovasc Interv,"The ROX coupler: Creation of a fixed iliofemoral arteriovenous anastomosis for the treatment of systemic arterial hypertension, exploiting the physical properties of the arterial vasculature.",Catheterization and cardiovascular interventions : official journal of the Society for Cardiac Angiography & Interventions,ENG,10/24/14,1522-726X,-1,empty,-1,"{""Adam Witkowski"",""Ajay K Jain"",""Ivan Casserly"",""David E Kandzari"",""David Deaton"",""Paul A Sobotka"",""John P Foran"",""Krishna J Rocha-Singh"",""Barry T Katzen"",""Peter Balmforth""}"
673307,PloS one,Downregulated E-cadherin expression indicates worse prognosis in Asian patients with colorectal cancer: evidence from meta-analysis.,PLoS One,eng,1/13/01,1932-6203,8,e70858,7,"{""Zhigang Chen"",""Minyue Jia"",""Xiaoying Zhao"",""Xin He""}"
730754,empty,Preoperative administration of tramadol continuous infusion reduces postoperative morphine requirements in patients undergoing surgery following femur fracture,Pain practice,English; ABSTRACT LANGUAGE:English,1/9/01,empty,0,153,0,"{""Anastasiou M"",""Tzortzopoulou A"",""Emexidis T"",""Koudouna E"",""Pouliou A"",""Vasilas N""}"
953002,empty,A re-appraisal of screening for colour vision impairments,"Child: Care, Health & Development",empty,1/1/97,0305-1862,23,391-398,5,"{""D. M. B. Hall"",""E. Holroyd""}"
246067,The Journal of hand surgery,Comparison of different distal radius dorsal and volar fracture fixation plates: a biomechanical study,J Hand Surg Am,eng,1/3/01,0363-5023,28,94-104,1,"{""M. A. Shah"",""S. F. Viegas"",""R. P. Morris"",""R. M. Patterson"",""D. Osada""}"
161814,empty,Polycystic ovary syndrome (PCOS) and other androgen excess-related conditions: can changes in dietary intake make a difference?,empty,eng,1/8/01,empty,23,63-71 ST  - Polycystic ovary syndrome (PCOS) and other androgen excess-related conditions: can changes in dietary intake make a difference?-,0,"{""A. Sengupta"",""D. DA  - Feb DO  - 23/1/63 [pii] DP  - Nlm ET  - 2008/01/22 Karsies"",""G. U. Liepa""}"
8529,Eur. Respir. J.,"Maternal use of folic acid supplements during pregnancy, and childhood respiratory health and atopy.",The European respiratory journal,eng,1/12/06,1399-3003,39,1468-74,6,"{""Gerard H Koppelman"",""Johan C de Jongste"",""Liset E M Elstgeest"",""Henri_tte A Smit"",""Ulrike Gehring"",""Annemien Haveman-Nies"",""Marjan Kerkhof"",""Marga B M Bekkers"",""Alet H Wijga"",""Salome Scholtens""}"
198813,empty,Shedding health risks with bariatric weight loss surgery,empty,empty,1/9/01,empty,39,34-41 ST  - Shedding health risks with bariatric weight loss surgery-,0,"{""S. G. DB  - c8h DO  - 10.1097/01.NURSE.0000343454.35505.5a DP  - EBSCOhost Camden""}"
535901,Science and engineering ethics,Historical misrepresentation in science: the case of fetal alcohol syndrome,Sci Eng Ethics,eng,1/1/98,1353-3452 (Print)     1353-3452,4,427-35,4,"{""S. N. Pennington"",""I. A. Shibley""}"
15325,Br J Clin Pharmacol,Effects of different antihypertensive drugs on plasma fibrinogen in hypertensive patients.,British journal of clinical pharmacology,empty,1/1/95,0306-5251,39,471-6,5,"{""G Villa"",""A Zoppi"",""G D Malamani"",""G Marasi"",""A Vanasia"",""R Fogari""}"
162189,empty,"Significantly higher adrenocorticotropin-stimulated cortisol and 17-hydroxyprogesterone levels in 337 consecutive, premenopausal, caucasian, hirsute patients compared with healthy controls",empty,eng,1/5/01,empty,90,"1347-53 ST  - Significantly higher adrenocorticotropin-stimulated cortisol and 17-hydroxyprogesterone levels in 337 consecutive, premenopausal, caucasian, hirsute patients compared with healthy controls-",0,"{""C. Hagen"",""K. Brusgaard"",""M. DA  - Mar DO  - jc.2004-1214 [pii] 10.1210/jc.2004-1214 [doi] DP  - Nlm ET  - 2004/12/16 Andersen"",""A. P. Hermann"",""J. Hangaard"",""D. Glintborg""}"
434500,empty,Too little but not too late: results of a literature review to improve routine immunization programs in developing countries,empty,empty,empty,empty,0,empty,0,{NULL}
197174,Clin. Infect. Dis.,Outcomes among patients with end-stage liver disease who are coinfected with HIV and hepatitis C virus.,Clinical infectious diseases : an official publication of the Infectious Diseases Society of America,eng,1/5/07,1537-6591,41,S50-5,-1,"{""Norah J Shire"",""Guy W Neff"",""Steven M Rudich""}"
6786,empty,Phase II study to evaluate the safety and efficacy of the oral neurokinin-1 receptor antagonist casopitant (GW679769) administered with ondansetron for the prevention of postoperative and postdischarge nausea and vomiting in high-risk patients,Anesthesiology,empty,1/10/01,22-Mar,113,74-82,1,"{""Demetrios J. Kutsogiannis"",""Neil K. Singla"",""Frances Chung"",""Stephen R. Lane"",""Jeremey Levin"",""Joseph V.J. Pergolizzi"",""Brendan Johnson"",""Linda Blackburn"",""Sonia K. Singla""}"
309274,empty,Factors Predicting Success and Failure for Cervical Facet Radiofrequency Denervation: A Multi-Center Analysis,empty,empty,1/7/11,empty,32,495-503,6,"{""Steven P. Cohen"",""Giselle McKnight"",""Kayode A. Williams"",""Joshua Stream"",""Zahid H. Bajwa"",""Jan J. Kraemer"",""Robert W. Hurley"",""Anthony Dragovich"",""Anthony Sireci""}"
672671,Rev Endocr Metab Disord,Mediterranean diet and metabolic syndrome: an updated systematic review.,Reviews in endocrine & metabolic disorders,eng,1/13/09,1573-2606,14,255-63,3,"{""Demosthenes B Panagiotakos"",""Katherine Esposito"",""Christina-Maria Kastorini"",""Dario Giugliano""}"
819735,Auton.Neurosc.Basic Clin.,Immunotherapy for autoimmune autonomic ganglionopathy,Autonomic Neuroscience: Basic and Clinical,English,1/9/01,1566-0702,146,22-25,1,"{""S. Vernino"",""P.A. Low"",""P. Sandroni"",""K. Kimpinski"",""V. Iodice""}"
21599,Chest,Challenges in deactivating a total artificial heart for a patient with capacity.,Chest,eng,1/14/03,1931-3543,145,625-31,3,"{""Erik E Suarez"",""Bridget N Fahy"",""Brian A Bruckner"",""Courtenay R Bruce"",""Nathan G Allen"",""Harvey L Gordon""}"
980682,empty,Readmissions after hospital discharge with acute exacerbation of COPD: are we missing something?,Hospital practice (1995),empty,1/14/01,empty,42,58-69,2,"{""W. Sexauer"",""M. S. Kavuru"",""U. Vaid"",""K. Gaurav""}"
547657,empty,Read with Me! Examining the Effects of a Community Volunteer Reading Program on Preschoolers' Literacy Skills,ProQuest LLC,empty,1/12/01,978-1-2673-2110-7,0,empty,0,"{""Cynthia J. Carson""}"
682676,J ECT,Efficacy of continuation/maintenance electroconvulsive therapy for the prevention of recurrence of a major depressive episode in adults with unipolar depression: a systematic review.,The journal of ECT,eng,1/14/09,1533-4112,30,195-202,3,"{""How Lee"",""Greta G Cummings"",""Daniel Scott"",""E Denise Brown""}"
820238,Integr. Physiol. Behav. Sci.,"Autonomic activity, pain, and perceived health in patients on sick leave due to stress-related illnesses",Integrative Physiological and Behavioral Science,English,1/5/01,1053881X (ISSN),40,16-Mar,1,"{""M. Heiden"",""E. Lyskov"",""M. Barnekow-Bergkvist"",""M. Nakata""}"
82540,Cancer,"Body mass index and socioeconomic status measured in adolescence, country of origin, and the incidence of gastroesophageal adenocarcinoma in a cohort of 1 million men.",Cancer,eng,1/13/12,1097-0142,119,4086-93,23,"{""Estela Derazne"",""Jeremy D Kark"",""Yaron Niv"",""Lital Keinan-Boker"",""Ari Shamiss"",""Irena Liphshitz"",""Arnon Afek"",""Dorit Tzur"",""Moshe Furman"",""Zohar Levi""}"
776189,Proc.Natl.Acad.Sci.U.S.A.,Galphai generates multiple Pins activation states to link cortical polarity and spindle orientation in Drosophila neuroblasts,Proceedings of the National Academy of Sciences of the United States of America,English,1/7/01,0027-8424,104,14306-14311,36,"{""R. W. Nipper"",""C. Q. Doe"",""K. E. Prehoda"",""K. H. Siller"",""N. R. Smith""}"
422951,empty,Exposure to second-hand smoke and the risk of tuberculosis in children and adults: a systematic review and meta-analysis of 18 observational studies.,PLoS medicine,eng,1/15/06,empty,12,e1001835; discussion e1001835-e1001835; discussion e1001835,6,"{""Mehak Bhatia"",""Shaun K Morris"",""Prabhat Jha"",""Wilson Suraweera"",""Jayadeep Patra"",""Cyril Patra"",""Prakash C Gupta""}"
228622,empty,"Disordered eating, acculturation, and treatment-seeking in a community sample of Hispanic, Asian, Black, and White women",Psychology of Women Quarterly,English,1/1/00,"0361-6843, Print 1471-6402, Electronic",24,244-233,3,"{""Ruth H. Striegel-Moore"",""Emilia Barzegarnazari"",""Fary M. Cachelin"",""Catherine Veisel""}"
514759,Eur J Radiol,Semi-automated scoring of pulmonary emphysema from X-ray CT: trainee reproducibility and accuracy.,European journal of radiology,eng,1/13/11,1872-7727,82,e734-41,11,"{""Roya Etemad-Rezai"",""Amir M Owrangi"",""Nabil Hussain"",""Jack Chiu"",""Andrew Lu"",""Brandon Entwistle"",""Grace Parraga""}"
26216,Psychooncology,The choice of whether to participate in a phase I clinical trial: increasing the awareness of patients with cancer. An exploratory study.,Psycho-oncology,eng,1/14/03,1099-1611,23,322-9,3,"{""G Spitaleri"",""L Adamoli"",""F Vecchio"",""F de Braud"",""C Catania"",""A Delmonte"",""F Toffalorio"",""T De Pas"",""C Noberasco"",""D Radice"",""A Goldhirsch""}"
164517,Bioelectromagnetics,Study of high- and low-current-configuration homes from the 1988 Denver Childhood Cancer Study,Bioelectromagnetics,empty,1/2/01,1521-186X,23,177-88,3,"{""T. Dovan"",""R. R. Neutra"",""D. A. Savitz"",""R. I. Kavet""}"
973603,empty,Health services research methods: a guide to best practice,empty,empty,1/1/98,empty,0,empty,0,"{""N Black  Brazier, J. & Fitzpatrick, R.""}"
345575,J. Am. Coll. Cardiol.,Transapical aortic valve implantation in 175 consecutive patients: excellent outcome in very high-risk patients.,Journal of the American College of Cardiology,eng,8/31/10,1558-3597,56,813-20,10,"{""Tom Gromann"",""Roland Hetzer"",""Alexander Mladenow"",""Thorsten Drews"",""Semih Buz"",""Axel Unbehaun"",""Stephan Dreysse"",""Miralem Pasic"",""Marian Kukucka""}"
304082,Anaesthesia,An evaluation of ultrasound imaging for identification of lumbar intervertebral level.,Anaesthesia,eng,1/2/03,9-Mar,57,277-80,3,"{""M P Reilly"",""S Kuchi"",""G Furness""}"
33728,JAMA Neurol,Branching enzyme deficiency: expanding the clinical spectrum.,JAMA neurology,eng,1/14/01,2168-6157,71,Jul-41,1,"{""Salvatore Dimauro"",""Carolina Ionete"",""Hasan O Akman"",""Carmen Paradas"",""David E Jones"",""Michio Hirano"",""Peter N Riskind"",""Thomas W Smith"",""Heather Lau""}"
109595,Pediatr Med Chir,[Blood insulin values after the oral glucose tolerance test (OGTT) and the body composition in 30 obese children].,La Pediatria medica e chirurgica : Medical and surgical pediatrics,ita,9/1/94,0391-5387,16,471-3,5,"{""A Luciano"",""G Zoppi""}"
772026,empty,Study: Edoxaban safer alternative to warfarin for Afib patients,Drug Topics,empty,empty,empty,0,empty,0,"{""Lowery M.""}"
424870,empty,Budesonide/formoterol in a single inhaler sustains lung function improvements in COPD [Abstract],European respiratory journal,empty,1/3/01,empty,22,P435,0,"{""Thompson NC"",""Calverley PMA"",""Olsson H""}"
904168,empty,"Can moxibustion, an ancient treatment modality, be evaluated in a double-blind randomized controlled trial? - A narrative review",J. Chin. Integr. Med.,empty,empty,1672-1977,12,131-134,3,"{""Zhao B.-X."",""Lao L."",""Shen X.-Y."",""Chen H.-Y.""}"
916713,Eur J Anaesthesiol,"Amitriptyline, minocycline and maropitant reduce the sevoflurane minimum alveolar concentration and potentiate remifentanil but do not prevent acute opioid tolerance and hyperalgesia in the rat: a randomised laboratory study.",European Journal Of Anaesthesiology,eng,1/15/04,1365-2346,32,248-54,4,"{""Delia Aguado"",""Javier Benito"",""Ignacio A G_mez de Segura"",""Mariana Abreu"",""Javier Garc_a-Fernndez""}"
819804,empty,SUNCT syndrome: VIII. Pupillary reaction and corneal sensitivity,Functional Neurology,English,1/1/93,0393-5264,8,409-414,6,"{""J.-M. Zhao"",""O. Sjaastad""}"
892141,empty,Competencies for undergraduate community-based education for the health professions - A systematic review.,Medical Teacher,empty,1/12/09,"1466-187X, Electronic 0142-159X, Print",34,733-743,9,"{""Albert J.J.A.2 Scherpbier"",""Zahra1 Ladhani"",""Fred C.J.2 Stevens""}"
