Attribute,Index,Clean Value,Cleaned Value
author_list,121133,"{""M. Wang"",""G. Stewart"",""J. F. Tierney"",""G. Spilopoulos"",""W. Duncan"",""H. S. Hansen"",""Z. Rhugang"",""M. K. Parmar"",""A. Rousell"",""B. Launois"",""K. Nygaard"",""S. J. Arnott"",""M. Gignoux""}","{""M. Wang""""G. Stewart""""J. F. Tierney""""G. Spilopoulos""""W. Duncan""""H. S. Hansen""""Z. Rhugang""""M. K. Parmar""""A. Rousell""""B. Launois""""K. Nygaard""""S. J. Arnott""""M. Gignoux""}"
author_list,82486,"{""Axel Schindelhauer"",""Pauline Wimberger""}","{""Axel Schindelhauer""""Pauline Wimberger""}"
author_list,136032,"{""D. Russell"",""P. Linck"",""R. Hibbs"",""I. Russell"",""R. Muntz"",""N. H. Williams"",""B. C1  - Frn RCT-s_kningen CN  - Pubmed DA  - Dec DO  - 10.1093/fampra/cmh612 DP  - NLM ET  - 2004/11/09 Hounsome"",""R. T. Edwards"",""C. Wilkinson""}","{""D. Russell""""P. Linck""""R. Hibbs""""I. Russell""""R. Muntz""""N. H. Williams""""B. C1  - Fr̴n RCT-șkningen CN  - Pubmed DA  - Dec DO  - 10.1093/fampra/cmh612 DP  - NLM ET  - 2004/11/09 Hounsome""""R. T. Edwards""""C. Wilkinson""}"
author_list,131606,"{""E. M. CN  - PubMed DA  - Summer DP  - NLM ET  - 1993/07/01 Bohlig"",""J. A. Scott-Lennox"",""R. D. Lennox""}","{""E. M. CN  - PubMed DA  - Summer DP  - NLM ET  - 1993/07/01 Bohlig""""J. A. Scott-Lennox""""R. D. Lennox""}"
author_list,57286,"{""J M Cisler"",""T Mletzko"",""C D Kilts"",""S Tripathi"",""G A James"",""X P Hu"",""C Heim"",""C B Nemeroff"",""H S Mayberg""}","{""J M Cisler""""T Mletzko""""C D Kilts""""S Tripathi""""G A James""""X P Hu""""C Heim""""C B Nemeroff""""H S Mayberg""}"
author_list,107979,"{""T Forsn"",""J Eriksson"",""C Osmond"",""D Barker""}","{""T Fors̩n""""J Eriksson""""C Osmond""""D Barker""}"
author_list,252990,"{""Albert K. K. Chung"",""Siew-eng Chua""}","{""Albert K. K. Chung""""Siew-eng Chua""}"
author_list,861475,"{""P. Phanthunane"",""M. Bertram"",""H. Whiteford"",""T. Vos""}","{""P. Phanthunane""""M. Bertram""""H. Whiteford""""T. Vos""}"
author_list,399134,"{""S. Ewen"",""F. Mahfoud"",""M. Bohm""}","{""S. Ewen""""F. Mahfoud""""M. Bohm""}"
author_list,315951,"{""O. Thuemer"",""S. G. Sakka"",""E. Huttemann""}","{""O. Thuemer""""S. G. Sakka""""E. Huttemann""}"
author_list,98479,"{""Adam Witkowski"",""Ajay K Jain"",""Ivan Casserly"",""David E Kandzari"",""David Deaton"",""Paul A Sobotka"",""John P Foran"",""Krishna J Rocha-Singh"",""Barry T Katzen"",""Peter Balmforth""}","{""Adam Witkowski""""Ajay K Jain""""Ivan Casserly""""David E Kandzari""""David Deaton""""Paul A Sobotka""""John P Foran""""Krishna J Rocha-Singh""""Barry T Katzen""""Peter Balmforth""}"
author_list,673307,"{""Zhigang Chen"",""Minyue Jia"",""Xiaoying Zhao"",""Xin He""}","{""Zhigang Chen""""Minyue Jia""""Xiaoying Zhao""""Xin He""}"
author_list,730754,"{""Anastasiou M"",""Tzortzopoulou A"",""Emexidis T"",""Koudouna E"",""Pouliou A"",""Vasilas N""}","{""Anastasiou M""""Tzortzopoulou A""""Emexidis T""""Koudouna E""""Pouliou A""""Vasilas N""}"
author_list,953002,"{""D. M. B. Hall"",""E. Holroyd""}","{""D. M. B. Hall""""E. Holroyd""}"
author_list,246067,"{""M. A. Shah"",""S. F. Viegas"",""R. P. Morris"",""R. M. Patterson"",""D. Osada""}","{""M. A. Shah""""S. F. Viegas""""R. P. Morris""""R. M. Patterson""""D. Osada""}"
author_list,161814,"{""A. Sengupta"",""D. DA  - Feb DO  - 23/1/63 [pii] DP  - Nlm ET  - 2008/01/22 Karsies"",""G. U. Liepa""}","{""A. Sengupta""""D. DA  - Feb DO  - 23/1/63 [pii] DP  - Nlm ET  - 2008/01/22 Karsies""""G. U. Liepa""}"
author_list,8529,"{""Gerard H Koppelman"",""Johan C de Jongste"",""Liset E M Elstgeest"",""Henri_tte A Smit"",""Ulrike Gehring"",""Annemien Haveman-Nies"",""Marjan Kerkhof"",""Marga B M Bekkers"",""Alet H Wijga"",""Salome Scholtens""}","{""Gerard H Koppelman""""Johan C de Jongste""""Liset E M Elstgeest""""Henri��tte A Smit""""Ulrike Gehring""""Annemien Haveman-Nies""""Marjan Kerkhof""""Marga B M Bekkers""""Alet H Wijga""""Salome Scholtens""}"
author_list,198813,"{""S. G. DB  - c8h DO  - 10.1097/01.NURSE.0000343454.35505.5a DP  - EBSCOhost Camden""}","{""S. G. DB  - c8h DO  - 10.1097/01.NURSE000343454.35505.5a DP  - EBSCOhost Camden""}"
author_list,535901,"{""S. N. Pennington"",""I. A. Shibley""}","{""S. N. Pennington""""I. A. Shibley""}"
author_list,15325,"{""G Villa"",""A Zoppi"",""G D Malamani"",""G Marasi"",""A Vanasia"",""R Fogari""}","{""G Villa""""A Zoppi""""G D Malamani""""G Marasi""""A Vanasia""""R Fogari""}"
author_list,162189,"{""C. Hagen"",""K. Brusgaard"",""M. DA  - Mar DO  - jc.2004-1214 [pii] 10.1210/jc.2004-1214 [doi] DP  - Nlm ET  - 2004/12/16 Andersen"",""A. P. Hermann"",""J. Hangaard"",""D. Glintborg""}","{""C. Hagen""""K. Brusgaard""""M. DA  - Mar DO  - jc.2004-1214 [pii] 10.1210/jc.2004-1214 [doi] DP  - Nlm ET  - 2004/12/16 Andersen""""A. P. Hermann""""J. Hangaard""""D. Glintborg""}"
author_list,197174,"{""Norah J Shire"",""Guy W Neff"",""Steven M Rudich""}","{""Norah J Shire""""Guy W Neff""""Steven M Rudich""}"
author_list,6786,"{""Demetrios J. Kutsogiannis"",""Neil K. Singla"",""Frances Chung"",""Stephen R. Lane"",""Jeremey Levin"",""Joseph V.J. Pergolizzi"",""Brendan Johnson"",""Linda Blackburn"",""Sonia K. Singla""}","{""Demetrios J. Kutsogiannis""""Neil K. Singla""""Frances Chung""""Stephen R. Lane""""Jeremey Levin""""Joseph V.J. Pergolizzi""""Brendan Johnson""""Linda Blackburn""""Sonia K. Singla""}"
author_list,309274,"{""Steven P. Cohen"",""Giselle McKnight"",""Kayode A. Williams"",""Joshua Stream"",""Zahid H. Bajwa"",""Jan J. Kraemer"",""Robert W. Hurley"",""Anthony Dragovich"",""Anthony Sireci""}","{""Steven P. Cohen""""Giselle McKnight""""Kayode A. Williams""""Joshua Stream""""Zahid H. Bajwa""""Jan J. Kraemer""""Robert W. Hurley""""Anthony Dragovich""""Anthony Sireci""}"
author_list,672671,"{""Demosthenes B Panagiotakos"",""Katherine Esposito"",""Christina-Maria Kastorini"",""Dario Giugliano""}","{""Demosthenes B Panagiotakos""""Katherine Esposito""""Christina-Maria Kastorini""""Dario Giugliano""}"
author_list,819735,"{""S. Vernino"",""P.A. Low"",""P. Sandroni"",""K. Kimpinski"",""V. Iodice""}","{""S. Vernino""""P.A. Low""""P. Sandroni""""K. Kimpinski""""V. Iodice""}"
author_list,21599,"{""Erik E Suarez"",""Bridget N Fahy"",""Brian A Bruckner"",""Courtenay R Bruce"",""Nathan G Allen"",""Harvey L Gordon""}","{""Erik E Suarez""""Bridget N Fahy""""Brian A Bruckner""""Courtenay R Bruce""""Nathan G Allen""""Harvey L Gordon""}"
author_list,980682,"{""W. Sexauer"",""M. S. Kavuru"",""U. Vaid"",""K. Gaurav""}","{""W. Sexauer""""M. S. Kavuru""""U. Vaid""""K. Gaurav""}"
author_list,682676,"{""How Lee"",""Greta G Cummings"",""Daniel Scott"",""E Denise Brown""}","{""How Lee""""Greta G Cummings""""Daniel Scott""""E Denise Brown""}"
author_list,820238,"{""M. Heiden"",""E. Lyskov"",""M. Barnekow-Bergkvist"",""M. Nakata""}","{""M. Heiden""""E. Lyskov""""M. Barnekow-Bergkvist""""M. Nakata""}"
author_list,82540,"{""Estela Derazne"",""Jeremy D Kark"",""Yaron Niv"",""Lital Keinan-Boker"",""Ari Shamiss"",""Irena Liphshitz"",""Arnon Afek"",""Dorit Tzur"",""Moshe Furman"",""Zohar Levi""}","{""Estela Derazne""""Jeremy D Kark""""Yaron Niv""""Lital Keinan-Boker""""Ari Shamiss""""Irena Liphshitz""""Arnon Afek""""Dorit Tzur""""Moshe Furman""""Zohar Levi""}"
author_list,776189,"{""R. W. Nipper"",""C. Q. Doe"",""K. E. Prehoda"",""K. H. Siller"",""N. R. Smith""}","{""R. W. Nipper""""C. Q. Doe""""K. E. Prehoda""""K. H. Siller""""N. R. Smith""}"
author_list,422951,"{""Mehak Bhatia"",""Shaun K Morris"",""Prabhat Jha"",""Wilson Suraweera"",""Jayadeep Patra"",""Cyril Patra"",""Prakash C Gupta""}","{""Mehak Bhatia""""Shaun K Morris""""Prabhat Jha""""Wilson Suraweera""""Jayadeep Patra""""Cyril Patra""""Prakash C Gupta""}"
author_list,228622,"{""Ruth H. Striegel-Moore"",""Emilia Barzegarnazari"",""Fary M. Cachelin"",""Catherine Veisel""}","{""Ruth H. Striegel-Moore""""Emilia Barzegarnazari""""Fary M. Cachelin""""Catherine Veisel""}"
author_list,514759,"{""Roya Etemad-Rezai"",""Amir M Owrangi"",""Nabil Hussain"",""Jack Chiu"",""Andrew Lu"",""Brandon Entwistle"",""Grace Parraga""}","{""Roya Etemad-Rezai""""Amir M Owrangi""""Nabil Hussain""""Jack Chiu""""Andrew Lu""""Brandon Entwistle""""Grace Parraga""}"
author_list,26216,"{""G Spitaleri"",""L Adamoli"",""F Vecchio"",""F de Braud"",""C Catania"",""A Delmonte"",""F Toffalorio"",""T De Pas"",""C Noberasco"",""D Radice"",""A Goldhirsch""}","{""G Spitaleri""""L Adamoli""""F Vecchio""""F de Braud""""C Catania""""A Delmonte""""F Toffalorio""""T De Pas""""C Noberasco""""D Radice""""A Goldhirsch""}"
author_list,164517,"{""T. Dovan"",""R. R. Neutra"",""D. A. Savitz"",""R. I. Kavet""}","{""T. Dovan""""R. R. Neutra""""D. A. Savitz""""R. I. Kavet""}"
author_list,973603,"{""N Black  Brazier, J. & Fitzpatrick, R.""}","{""N Black  Brazier J. & Fitzpatrick R.""}"
author_list,345575,"{""Tom Gromann"",""Roland Hetzer"",""Alexander Mladenow"",""Thorsten Drews"",""Semih Buz"",""Axel Unbehaun"",""Stephan Dreysse"",""Miralem Pasic"",""Marian Kukucka""}","{""Tom Gromann""""Roland Hetzer""""Alexander Mladenow""""Thorsten Drews""""Semih Buz""""Axel Unbehaun""""Stephan Dreysse""""Miralem Pasic""""Marian Kukucka""}"
author_list,304082,"{""M P Reilly"",""S Kuchi"",""G Furness""}","{""M P Reilly""""S Kuchi""""G Furness""}"
author_list,33728,"{""Salvatore Dimauro"",""Carolina Ionete"",""Hasan O Akman"",""Carmen Paradas"",""David E Jones"",""Michio Hirano"",""Peter N Riskind"",""Thomas W Smith"",""Heather Lau""}","{""Salvatore Dimauro""""Carolina Ionete""""Hasan O Akman""""Carmen Paradas""""David E Jones""""Michio Hirano""""Peter N Riskind""""Thomas W Smith""""Heather Lau""}"
author_list,109595,"{""A Luciano"",""G Zoppi""}","{""A Luciano""""G Zoppi""}"
author_list,424870,"{""Thompson NC"",""Calverley PMA"",""Olsson H""}","{""Thompson NC""""Calverley PMA""""Olsson H""}"
author_list,904168,"{""Zhao B.-X."",""Lao L."",""Shen X.-Y."",""Chen H.-Y.""}","{""Zhao B.-X.""""Lao L.""""Shen X.-Y.""""Chen H.-Y.""}"
author_list,916713,"{""Delia Aguado"",""Javier Benito"",""Ignacio A G_mez de Segura"",""Mariana Abreu"",""Javier Garc_a-Fernndez""}","{""Delia Aguado""""Javier Benito""""Ignacio A G���_mez de Segura""""Mariana Abreu""""Javier Garc���_a-Fern����ndez""}"
author_list,819804,"{""J.-M. Zhao"",""O. Sjaastad""}","{""J.-M. Zhao""""O. Sjaastad""}"
author_list,892141,"{""Albert J.J.A.2 Scherpbier"",""Zahra1 Ladhani"",""Fred C.J.2 Stevens""}","{""Albert J.J.A.2 Scherpbier""""Zahra1 Ladhani""""Fred C.J.2 Stevens""}"
author_list,409335,"{""Goveia M.G."",""Block S.L."",""Rivers S.B."",""Dallas M.J."",""Bauder J."",""Adeyi B.A."",""Vesikari T."",""Heaton P.M."",""Boslego J.W.""}","{""Goveia M.G.""""Block S.L.""""Rivers S.B.""""Dallas M.J.""""Bauder J.""""Adeyi B.A.""""Vesikari T.""""Heaton P.M.""""Boslego J.W.""}"
author_list,166779,"{""H. E. CN  - PubMed DA  - Dec 31 DP  - NLM ET  - 1986/12/31 Cotugno"",""Jr. Gallup, G.""}","{""H. E. CN  - PubMed DA  - Dec 31 DP  - NLM ET  - 1986/12/31 Cotugno""""Jr. Gallup G.""}"
author_list,720526,"{""D. A. Gould"",""J. McInerney"",""R. E. Harbaugh"",""J. D. Birkmeyer""}","{""D. A. Gould""""J. McInerney""""R. E. Harbaugh""""J. D. Birkmeyer""}"
author_list,513503,"{""Felipe Serro de Souza"",""Ney Pecegueiro do Amaral"",""Carlos Henrique Mendes"",""Hilton Augusto Koch"",""Vincenzo Giordano"",""Andr Bergamin""}","{""Felipe Serṛo de Souza""""Ney Pecegueiro do Amaral""""Carlos Henrique Mendes""""Hilton Augusto Koch""""Vincenzo Giordano""""Andr̩ Bergamin""}"
author_list,83012,"{""Chu Chen"",""Brian L Strom"",""Susan E McCann"",""Harvey A Risch"",""Lingeng Lu"",""Fulvio Ricceri"",""Immaculata De Vivo"",""Amanda B Spurdle"",""Susan E Hankinson"",""Pamela J Thompson"",""Catherine Schairer"",""Herbert Yu"",""Radhai Rastogi"",""Jennifer Doherty"",""Carlotta Sacerdote"",""Laurence N Kolonel"",""Mia M Gaudet"",""Kim Robien"",""Marc T Goodman"",""Piet A van den Brandt"",""Robert A Soslow"",""Jolanta Lissowska"",""Anthony B Miller"",""Kirsten B Moysich"",""Montserrat Garcia-Closas"",""Silvia Polidoro"",""Linda S Cook"",""Kristin E Anderson"",""Rayna K Matsuno"",""Xiao-ou Shu"",""Penelope M Webb"",""Kerry S Courneya"",""Christine M Friedenreich"",""Jo L Freudenheim"",""Yong-Bing Xiang"",""Brian E Henderson"",""Galina Lurie"",""Leo J Schouten"",""Timothy R Rebbeck"",""Anthony M Magliocco"",""Malcolm C Pike"",""Leslie Bernstein"",""Hannah P Yang"",""[Collective Name] Australian National Endometrial Cancer Study Group"",""Sara H Olson"",""Pamela L Horn-Ross"",""Marjorie L McCullough"",""Hoda Anton-Culver"",""Noel S Weiss"",""James R Cerhan"",""Louise A Brinton"",""Alicja Wolk"",""Jennifer Prescott"",""Xiaolin Liang"",""Thomas E Rohan"",""Yikyung Park"",""Niclas Hkansson"",""Veronica Wendy Setiawan"",""James V Lacey"",""Hui Cai"",""Nicolas Wentzensen"",""Koen van de Vijver""}","{""Chu Chen""""Brian L Strom""""Susan E McCann""""Harvey A Risch""""Lingeng Lu""""Fulvio Ricceri""""Immaculata De Vivo""""Amanda B Spurdle""""Susan E Hankinson""""Pamela J Thompson""""Catherine Schairer""""Herbert Yu""""Radhai Rastogi""""Jennifer Doherty""""Carlotta Sacerdote""""Laurence N Kolonel""""Mia M Gaudet""""Kim Robien""""Marc T Goodman""""Piet A van den Brandt""""Robert A Soslow""""Jolanta Lissowska""""Anthony B Miller""""Kirsten B Moysich""""Montserrat Garcia-Closas""""Silvia Polidoro""""Linda S Cook""""Kristin E Anderson""""Rayna K Matsuno""""Xiao-ou Shu""""Penelope M Webb""""Kerry S Courneya""""Christine M Friedenreich""""Jo L Freudenheim""""Yong-Bing Xiang""""Brian E Henderson""""Galina Lurie""""Leo J Schouten""""Timothy R Rebbeck""""Anthony M Magliocco""""Malcolm C Pike""""Leslie Bernstein""""Hannah P Yang""""[Collective Name] Australian National Endometrial Cancer Study Group""""Sara H Olson""""Pamela L Horn-Ross""""Marjorie L McCullough""""Hoda Anton-Culver""""Noel S Weiss""""James R Cerhan""""Louise A Brinton""""Alicja Wolk""""Jennifer Prescott""""Xiaolin Liang""""Thomas E Rohan""""Yikyung Park""""Niclas H̴kansson""""Veronica Wendy Setiawan""""James V Lacey""""Hui Cai""""Nicolas Wentzensen""""Koen van de Vijver""}"
author_list,296269,"{""Mark H Wilson"",""Liza Chacko"",""Susan Hendrickson""}","{""Mark H Wilson""""Liza Chacko""""Susan Hendrickson""}"
author_list,960478,"{""C. N. Sessler"",""K. Keane"",""M. J. Grap"",""D. Strickland"",""S. Lubin"",""R. Townes"",""P. Dalby"",""J. Emerson"",""L. Tormey"",""S. Winfield""}","{""C. N. Sessler""""K. Keane""""M. J. Grap""""D. Strickland""""S. Lubin""""R. Townes""""P. Dalby""""J. Emerson""""L. Tormey""""S. Winfield""}"
author_list,741988,"{""J. L. Grosfeld"",""S. Goto"",""G. P. Gardner"",""D. F. Canal"",""D. W. Vane""}","{""J. L. Grosfeld""""S. Goto""""G. P. Gardner""""D. F. Canal""""D. W. Vane""}"
author_list,589265,"{""E. Flores-Gomez"",""F. J. Basterra-Gortari"",""C. Sayon-Orea"",""M. A. Martinez-Gonzalez"",""A. Gea"",""M. Bes-Rastrollo""}","{""E. Flores-Gomez""""F. J. Basterra-Gortari""""C. Sayon-Orea""""M. A. Martinez-Gonzalez""""A. Gea""""M. Bes-Rastrollo""}"
author_list,931944,"{""P. L. Ritter"",""K. Plant"",""D. D. Laurent"",""K. R. Lorig"",""A. Dost"",""I. McNeil""}","{""P. L. Ritter""""K. Plant""""D. D. Laurent""""K. R. Lorig""""A. Dost""""I. McNeil""}"
author_list,305933,"{""Choi GS"",""Kim JH"",""Park HS"",""Ye YM"",""Kim SH"",""Kim JE"",""Jin HJ""}","{""Choi GS""""Kim JH""""Park HS""""Ye YM""""Kim SH""""Kim JE""""Jin HJ""}"
author_list,360693,"{""E. Idrizovic"",""A. Odobasic"",""L. Dedic"",""A. Pasic"",""M. Dervisefendic"",""E. Iljazovic-Latifagic"",""A. Odobasic"",""L. Arnautalic""}","{""E. Idrizovic""""A. Odobasic""""L. Dedic""""A. Pasic""""M. Dervisefendic""""E. Iljazovic-Latifagic""""A. Odobasic""""L. Arnautalic""}"
author_list,772745,"{""Periyanayagam U."",""Pang P.S."",""Kiraly A."",""Lyden A."",""Chan J.""}","{""Periyanayagam U.""""Pang P.S.""""Kiraly A.""""Lyden A.""""Chan J.""}"
author_list,683893,"{""Verena Klusmann"",""Isabella Heuser"",""Andrea Evers"",""Ralf Schwarzer""}","{""Verena Klusmann""""Isabella Heuser""""Andrea Evers""""Ralf Schwarzer""}"
author_list,168157,"{""Woo Young Park"",""Do Jin Lee"",""Jong Sir Lim"",""Jong Soo Heo"",""Jeoung Yoon Seo"",""Ronald D. DeLaune"",""Ju Sik Cho""}","{""Woo Young Park""""Do Jin Lee""""Jong Sir Lim""""Jong Soo Heo""""Jeoung Yoon Seo""""Ronald D. DeLaune""""Ju Sik Cho""}"
author_list,97775,"{""H. Cavusoglu"",""T. Cansever"",""A. Yilmaz"",""Y. Aydin"",""H. A. Genc"",""A. M. Musluman"",""I. Colak""}","{""H. Cavusoglu""""T. Cansever""""A. Yilmaz""""Y. Aydin""""H. A. Genc""""A. M. Musluman""""I. Colak""}"
author_list,740227,"{""Ann J. Turner"",""David H. L. Olson"",""Carole Y. Schornagel"",""Mary Halsdorf"",""Elaine A. Blechman""}","{""Ann J. Turner""""David H. L. Olson""""Carole Y. Schornagel""""Mary Halsdorf""""Elaine A. Blechman""}"
author_list,134738,"{""Stuart Calver"",""Julia Nichols"",""Rachel C1  - Frn systematiska _versikter -s_kningen CN  - Cinahl DB  - c8h DO  - 10.1179/1743288X12Y.0000000021 DP  - EBSCOhost Chester""}","{""Stuart Calver""""Julia Nichols""""Rachel C1  - Fr̴n systematiska ̦versikter -șkningen CN  - Cinahl DB  - c8h DO  - 10.1179/1743288X12Y000000021 DP  - EBSCOhost Chester""}"
author_list,66579,"{""Abdul Basit Baba"",""J Kowshik"",""G Deepak Reddy"",""Hemant Giri"",""Madhulika Dixit"",""Siddavaram Nagini""}","{""Abdul Basit Baba""""J Kowshik""""G Deepak Reddy""""Hemant Giri""""Madhulika Dixit""""Siddavaram Nagini""}"
author_list,557824,"{""P. Azevedo"",""A. Vaz-Carneiro"",""J. Costa""}","{""P. Azevedo""""A. Vaz-Carneiro""""J. Costa""}"
author_list,215820,"{""Ana Paula de Lima Ferreira"",""Marcelo de Souza Figueiroa"",""Brbara Bernardo Rinaldo da Silva"",""Ktia Roberta Rapso Sales Lacerda""}","{""Ana Paula de Lima Ferreira""""Marcelo de Souza Figueiroa""""B��rbara Bernardo Rinaldo da Silva""""K��tia Roberta Rap̫so Sales Lacerda""}"
author_list,658982,"{""M F Jumean"",""P J Erwin"",""V M Montori"",""F Lopez-Jimenez"",""A Romero-Corral"",""V K Somers"",""D O Okorodudu""}","{""M F Jumean""""P J Erwin""""V M Montori""""F Lopez-Jimenez""""A Romero-Corral""""V K Somers""""D O Okorodudu""}"
author_list,272806,"{""T. R. Kosten"",""L. Y. Zhao"",""D. H. Epstein"",""L. Lu"",""J. Shi"",""X. Y. Zhang"",""Y. Liu"",""X. L. Zhang""}","{""T. R. Kosten""""L. Y. Zhao""""D. H. Epstein""""L. Lu""""J. Shi""""X. Y. Zhang""""Y. Liu""""X. L. Zhang""}"
author_list,773090,"{""Eikelboom J.W."",""Hirsh J.""}","{""Eikelboom J.W.""""Hirsh J.""}"
author_list,500618,"{""So Young Lee"",""Jay L. Brand""}","{""So Young Lee""""Jay L. Brand""}"
author_list,938092,"{""R Fernandez"",""J Rello"",""N Bonsoms"",""A Artigas"",""J Mestre"",""F Baigorri"",""L Blanch"",""D Fontanals"",""J Valles""}","{""R Fernandez""""J Rello""""N Bonsoms""""A Artigas""""J Mestre""""F Baigorri""""L Blanch""""D Fontanals""""J Valles""}"
author_list,889260,"{""A. Taylor"",""L. Maxwell"",""V. Strand"",""K. Phillips"",""P. S. Tugwell"",""U. Kaiser"",""M. de Wit"",""L. Gossec"",""J. A. Singh"",""E. H. Choy"",""L. S. Simon"",""R. Ostelo"",""P. J. Mease"",""P. G. Conaghan""}","{""A. Taylor""""L. Maxwell""""V. Strand""""K. Phillips""""P. S. Tugwell""""U. Kaiser""""M. de Wit""""L. Gossec""""J. A. Singh""""E. H. Choy""""L. S. Simon""""R. Ostelo""""P. J. Mease""""P. G. Conaghan""}"
author_list,392576,"{""Won Ki Min"",""Soon Bae Kim"",""Su Hee Kim"",""Jai Won Chang"",""Hyun Sook Chi"",""Eun Kyoung Lee""}","{""Won Ki Min""""Soon Bae Kim""""Su Hee Kim""""Jai Won Chang""""Hyun Sook Chi""""Eun Kyoung Lee""}"
author_list,961006,"{""H. O. Lobel"",""P. E. Kozarsky""}","{""H. O. Lobel""""P. E. Kozarsky""}"
author_list,786558,"{""Taylor MJ Arsalidou M, Pascual-Leone J, Johnson J, Morris D""}","{""Taylor MJ Arsalidou M Pascual-Leone J Johnson J Morris D""}"
author_list,35875,"{""David Binns"",""Robert E Ware"",""Damian E Myers"",""Marie-Claude Gregoire"",""Eddie W Lau"",""Lucy Vivash"",""Terence J O'Brien"",""Viviane Bouilleret"",""Mark J Cook"",""Rodney J Hicks"",""Peter Roselt""}","{""David Binns""""Robert E Ware""""Damian E Myers""""Marie-Claude Gregoire""""Eddie W Lau""""Lucy Vivash""""Terence J O'Brien""""Viviane Bouilleret""""Mark J Cook""""Rodney J Hicks""""Peter Roselt""}"
author_list,882786,"{""B Kramp"",""J Ostwald"",""S Dommerich"",""Claudia Nischan""}","{""B Kramp""""J Ostwald""""S Dommerich""""Claudia Nischan""}"
author_list,332926,"{""Montserrat Bacardi-Gascon"",""Arturo Jimenez-Cruz"",""Lidia M. Castaneda-Gonzalez""}","{""Montserrat Bacardi-Gascon""""Arturo Jimenez-Cruz""""Lidia M. Castaneda-Gonzalez""}"
author_list,109843,"{""P Czernichow"",""K Albertsson-Wikland"",""R Gunnarsson"",""T Tuvemo""}","{""P Czernichow""""K Albertsson-Wikland""""R Gunnarsson""""T Tuvemo""}"
author_list,820688,"{""J.P. Toombs"",""M.S. Bauer"",""W.R. Widmer"",""A.R. Blight""}","{""J.P. Toombs""""M.S. Bauer""""W.R. Widmer""""A.R. Blight""}"
author_list,855970,"{""S. Kita"",""J. R. McIntosh"",""M. Osumi"",""T. Kamasaki"",""G. Goshima"",""E. O'Toole"",""J. Usukura""}","{""S. Kita""""J. R. McIntosh""""M. Osumi""""T. Kamasaki""""G. Goshima""""E. O'Toole""""J. Usukura""}"
author_list,482584,"{""Chunlin Liu"",""Wen-Hui Shen"",""Ying Ruan"",""Dong-Hong Chen"",""Yong Huang""}","{""Chunlin Liu""""Wen-Hui Shen""""Ying Ruan""""Dong-Hong Chen""""Yong Huang""}"
author_list,553088,"{""Catherine Mays"",""Rajesh Ramanathan"",""Dale Harvey"",""Gregory Stockslager"",""Therese M Duane"",""Patricia Leavell""}","{""Catherine Mays""""Rajesh Ramanathan""""Dale Harvey""""Gregory Stockslager""""Therese M Duane""""Patricia Leavell""}"
author_list,575935,"{""Kerstin Landin-Wilhelmsen"",""G_ran Oler_d"",""Oskar Ragnarsson"",""Penelope Trimpou""}","{""Kerstin Landin-Wilhelmsen""""G̦ran Oler̦d""""Oskar Ragnarsson""""Penelope Trimpou""}"
